step,tlsID,ns_vehicle,ew_vehicle,phase,waiting_time
103,J2,0,3,0,0.0
103,J3,0,6,0,5.0
103,J4,0,2,0,8.0
103,J5,0,3,0,2.0
103,J6,0,3,0,10.0
103,J7,0,1,0,0.0
103,J8,0,1,0,2.0
104,J0,0,3,0,0.0
104,J1,0,7,2,35.0
104,J2,0,3,0,1.0
104,J3,0,6,0,6.0
104,J4,0,3,0,10.0
104,J5,0,3,0,3.0
104,J6,0,2,0,11.0
104,J7,0,1,0,0.0
104,J8,0,1,0,3.0
105,J0,0,2,0,0.0
105,J1,0,6,2,40.0
105,J2,0,4,0,2.0
105,J3,0,6,0,9.0
105,J4,0,3,0,12.0
105,J5,0,3,0,4.0
105,J6,0,2,0,12.0
105,J7,0,0,0,0.0
105,J8,0,1,0,4.0
106,J0,0,2,0,0.0
106,J1,0,6,2,45.0
106,J2,0,3,0,4.0
106,J3,0,6,0,12.0
106,J4,0,3,0,14.0
106,J5,0,3,0,5.0
106,J6,0,2,0,13.0
106,J7,0,1,0,0.0
106,J8,0,1,0,5.0
107,J0,0,2,0,0.0
107,J1,0,6,2,50.0
107,J2,0,3,0,6.0
107,J3,0,7,0,16.0
107,J4,0,3,0,16.0
107,J5,0,3,0,7.0
107,J6,0,1,0,14.0
107,J7,0,1,0,0.0
107,J8,0,1,0,6.0
108,J0,0,1,0,0.0
108,J1,0,6,2,55.0
108,J2,0,3,0,8.0
108,J3,0,8,0,21.0
108,J4,0,3,0,19.0
108,J5,0,3,0,9.0
108,J6,0,1,0,15.0
108,J7,0,1,0,0.0
108,J8,0,2,0,7.0
109,J0,0,1,0,0.0
109,J1,0,6,2,60.0
109,J2,0,3,0,10.0
109,J3,0,8,0,27.0
109,J4,0,3,0,22.0
109,J5,0,3,0,12.0
109,J6,0,1,0,16.0
109,J7,0,1,0,0.0
109,J8,0,2,0,8.0
110,J0,0,2,0,0.0
110,J1,0,7,2,65.0
110,J2,0,3,0,12.0
110,J3,0,8,0,33.0
110,J4,0,3,0,25.0
110,J5,0,3,0,15.0
110,J6,0,1,0,17.0
110,J7,0,2,0,0.0
110,J8,0,2,0,9.0
111,J0,0,1,0,0.0
111,J1,0,7,3,70.0
111,J2,0,3,0,14.0
111,J3,0,8,0,39.0
111,J4,0,3,0,28.0
111,J5,0,3,0,18.0
111,J6,0,1,0,18.0
111,J7,0,2,0,0.0
111,J8,0,2,0,10.0
112,J0,0,2,0,0.0
112,J1,0,7,3,75.0
112,J2,0,3,0,7.0
112,J3,0,8,0,45.0
112,J4,0,3,0,31.0
112,J5,0,3,0,21.0
112,J6,0,1,0,19.0
112,J7,0,2,0,0.0
112,J8,0,2,0,11.0
113,J0,0,2,0,0.0
113,J1,0,9,3,80.0
113,J2,0,2,0,1.0
113,J3,0,8,0,52.0
113,J4,0,3,0,34.0
113,J5,0,3,0,24.0
113,J6,0,1,0,20.0
113,J7,0,1,0,0.0
113,J8,0,2,0,12.0
114,J0,0,2,0,0.0
114,J1,0,8,0,64.0
114,J2,0,2,0,0.0
114,J3,0,9,0,60.0
114,J4,0,3,0,37.0
114,J5,0,3,0,27.0
114,J6,0,1,0,21.0
114,J7,0,1,0,0.0
114,J8,0,2,0,13.0
115,J0,0,2,0,0.0
115,J1,0,8,0,48.0
115,J2,0,2,0,0.0
115,J3,0,9,0,68.0
115,J4,0,3,0,40.0
115,J5,0,3,0,30.0
115,J6,0,1,0,22.0
115,J7,0,1,0,0.0
115,J8,0,2,0,14.0
116,J0,0,2,0,0.0
116,J1,0,9,0,34.0
116,J2,0,1,0,0.0
116,J3,0,9,0,76.0
116,J4,0,3,0,43.0
116,J5,0,3,0,33.0
116,J6,0,1,0,23.0
116,J7,0,1,0,0.0
116,J8,0,2,0,16.0
117,J0,0,2,0,0.0
117,J1,0,8,0,20.0
117,J2,0,1,0,0.0
117,J3,0,9,0,84.0
117,J4,0,3,0,46.0
117,J5,0,4,0,36.0
117,J6,0,1,0,24.0
117,J7,0,2,0,0.0
117,J8,0,2,0,18.0
118,J0,0,2,0,0.0
118,J1,0,9,0,5.0
118,J2,0,0,0,0.0
118,J3,0,9,0,92.0
118,J4,0,3,0,49.0
118,J5,0,4,0,39.0
118,J6,0,1,0,25.0
118,J7,0,3,0,0.0
118,J8,0,2,0,20.0
119,J0,0,2,0,0.0
119,J1,0,9,0,7.0
119,J2,0,1,0,0.0
119,J3,0,8,0,86.0
119,J4,0,3,0,52.0
119,J5,0,4,0,42.0
119,J6,0,1,0,26.0
119,J7,0,3,0,0.0
119,J8,0,2,0,22.0
120,J0,0,2,0,1.0
120,J1,0,8,0,10.0
120,J2,0,1,0,0.0
120,J3,0,8,0,80.0
120,J4,0,3,0,55.0
120,J5,0,5,0,45.0
120,J6,0,1,0,27.0
120,J7,0,3,0,0.0
120,J8,0,3,0,24.0
121,J0,0,2,0,2.0
121,J1,0,8,0,13.0
121,J2,0,1,0,0.0
121,J3,0,7,2,51.0
121,J4,0,3,0,58.0
121,J5,0,3,2,16.0
121,J6,0,1,0,28.0
121,J7,0,3,0,0.0
121,J8,0,3,0,26.0
122,J0,0,2,0,3.0
122,J1,0,8,0,17.0
122,J2,0,2,0,0.0
122,J3,0,8,2,29.0
122,J4,0,3,0,61.0
122,J5,0,3,2,2.0
122,J6,0,1,0,29.0
122,J7,0,3,0,0.0
122,J8,0,3,0,28.0
123,J0,0,2,0,4.0
123,J1,0,8,0,22.0
123,J2,0,2,0,0.0
123,J3,0,8,2,11.0
123,J4,0,3,0,64.0
123,J5,0,3,2,0.0
123,J6,0,1,0,30.0
123,J7,0,3,0,0.0
123,J8,0,3,0,30.0
124,J0,0,3,0,5.0
124,J1,0,9,0,27.0
124,J2,0,2,0,0.0
124,J3,0,7,2,0.0
124,J4,0,4,0,67.0
124,J5,0,3,2,0.0
124,J6,0,1,0,31.0
124,J7,0,4,0,0.0
124,J8,0,3,0,33.0
125,J0,0,3,0,7.0
125,J1,0,8,0,33.0
125,J2,0,2,0,0.0
125,J3,0,7,2,1.0
125,J4,0,4,0,70.0
125,J5,0,3,2,0.0
125,J6,0,1,0,32.0
125,J7,0,3,0,1.0
125,J8,0,3,0,36.0
126,J0,0,4,0,9.0
126,J1,0,8,0,39.0
126,J2,0,2,0,0.0
126,J3,0,8,2,2.0
126,J4,0,4,0,73.0
126,J5,0,3,2,0.0
126,J6,0,1,0,33.0
126,J7,0,4,0,2.0
126,J8,0,3,0,39.0
127,J0,0,3,0,11.0
127,J1,0,7,0,45.0
127,J2,0,2,0,0.0
127,J3,0,6,2,4.0
127,J4,0,5,0,76.0
127,J5,0,2,2,1.0
127,J6,0,1,0,34.0
127,J7,0,4,0,3.0
127,J8,0,3,0,42.0
128,J0,0,4,0,13.0
128,J1,0,9,0,51.0
128,J2,0,2,0,1.0
128,J3,0,6,2,7.0
128,J4,0,6,0,80.0
128,J5,0,2,2,2.0
128,J6,0,1,0,35.0
128,J7,0,4,0,5.0
128,J8,0,3,0,45.0
129,J0,0,4,0,15.0
129,J1,0,9,0,57.0
129,J2,0,2,0,2.0
129,J3,0,5,2,10.0
129,J4,0,7,0,84.0
129,J5,0,2,2,3.0
129,J6,0,1,0,36.0
129,J7,0,4,0,7.0
129,J8,0,3,0,48.0
130,J0,0,4,0,17.0
130,J1,0,9,0,63.0
130,J2,0,2,0,4.0
130,J3,0,6,2,14.0
130,J4,0,7,0,88.0
130,J5,0,1,2,4.0
130,J6,0,1,0,37.0
130,J7,0,4,0,9.0
130,J8,0,3,0,51.0
131,J0,0,4,0,19.0
131,J1,0,9,0,69.0
131,J2,0,2,0,6.0
131,J3,0,6,2,18.0
131,J4,0,7,0,92.0
131,J5,0,1,2,5.0
131,J6,0,1,0,38.0
131,J7,0,4,0,11.0
131,J8,0,3,0,54.0
132,J0,0,4,1,21.0
132,J1,0,9,0,76.0
132,J2,0,2,1,8.0
132,J3,0,7,2,22.0
132,J4,0,8,1,96.0
132,J5,0,1,2,6.0
132,J6,0,1,1,39.0
132,J7,0,5,1,13.0
132,J8,0,3,1,57.0
133,J0,0,4,1,23.0
133,J1,0,9,0,83.0
133,J2,0,2,1,10.0
133,J3,0,7,2,27.0
133,J4,0,8,1,100.0
133,J5,0,1,2,7.0
133,J6,0,1,1,40.0
133,J7,0,5,1,15.0
133,J8,0,3,1,60.0
134,J0,0,4,1,25.0
134,J1,0,9,0,91.0
134,J2,0,2,1,12.0
134,J3,0,7,2,32.0
134,J4,0,8,1,104.0
134,J5,0,1,2,8.0
134,J6,0,1,1,41.0
134,J7,0,6,1,17.0
134,J8,0,3,1,63.0
135,J0,0,3,2,12.0
135,J1,0,9,0,99.0
135,J2,0,1,2,6.0
135,J3,0,6,2,37.0
135,J4,0,6,2,71.0
135,J5,0,1,2,9.0
135,J6,0,0,2,0.0
135,J7,0,5,2,9.0
135,J8,0,2,2,32.0
136,J0,0,2,2,2.0
136,J1,0,9,0,108.0
136,J2,0,1,2,0.0
136,J3,0,6,2,42.0
136,J4,0,6,2,39.0
136,J5,0,2,2,10.0
136,J6,0,0,2,0.0
136,J7,0,5,2,2.0
136,J8,0,2,2,13.0
137,J0,0,2,2,0.0
137,J1,0,9,0,117.0
137,J2,0,1,2,0.0
137,J3,0,6,2,47.0
137,J4,0,6,2,12.0
137,J5,0,3,2,11.0
137,J6,0,2,2,0.0
137,J7,0,6,2,0.0
137,J8,0,2,2,0.0
138,J0,0,2,2,0.0
138,J1,0,10,0,126.0
138,J2,0,1,2,0.0
138,J3,0,6,2,53.0
138,J4,0,5,2,4.0
138,J5,0,3,2,12.0
138,J6,0,2,2,0.0
138,J7,0,7,2,0.0
138,J8,0,1,2,0.0
139,J0,0,1,2,0.0
139,J1,0,9,0,127.0
139,J2,0,1,2,0.0
139,J3,0,6,2,59.0
139,J4,0,5,2,6.0
139,J5,0,3,2,13.0
139,J6,0,2,2,0.0
139,J7,0,7,2,1.0
139,J8,0,1,2,0.0
140,J0,0,3,2,0.0
140,J1,0,9,0,128.0
140,J2,0,1,2,0.0
140,J3,0,7,2,65.0
140,J4,0,4,2,9.0
140,J5,0,4,2,14.0
140,J6,0,3,2,0.0
140,J7,0,7,2,2.0
140,J8,0,1,2,0.0
141,J0,0,2,2,0.0
141,J1,0,9,0,135.0
141,J2,0,1,2,0.0
141,J3,0,7,3,71.0
141,J4,0,4,2,12.0
141,J5,0,4,3,15.0
141,J6,0,2,2,0.0
141,J7,0,7,2,3.0
141,J8,0,0,2,0.0
142,J0,0,2,2,0.0
142,J1,0,8,0,142.0
142,J2,0,1,2,0.0
142,J3,0,7,3,77.0
142,J4,0,6,2,15.0
142,J5,0,5,3,16.0
142,J6,0,2,2,0.0
142,J7,0,8,2,6.0
142,J8,0,0,2,0.0
143,J0,0,3,2,0.0
143,J1,0,8,0,149.0
143,J2,0,1,2,0.0
143,J3,0,7,3,83.0
143,J4,0,5,2,18.0
143,J5,0,5,3,17.0
143,J6,0,1,2,0.0
143,J7,0,9,2,10.0
143,J8,0,0,2,0.0
144,J0,0,3,2,0.0
144,J1,0,9,0,156.0
144,J2,0,1,2,1.0
144,J3,0,6,0,69.0
144,J4,0,6,2,21.0
144,J5,0,2,0,0.0
144,J6,0,1,2,1.0
144,J7,0,8,2,14.0
144,J8,0,0,2,0.0
145,J0,0,3,2,0.0
145,J1,0,9,0,163.0
145,J2,0,1,2,2.0
145,J3,0,7,0,55.0
145,J4,0,7,2,24.0
145,J5,0,2,0,0.0
145,J6,0,2,2,2.0
145,J7,0,8,2,19.0
145,J8,0,0,2,0.0
146,J0,0,4,2,0.0
146,J1,0,10,0,171.0
146,J2,0,2,2,3.0
146,J3,0,6,0,40.0
146,J4,0,6,2,27.0
146,J5,0,1,0,0.0
146,J6,0,2,2,3.0
146,J7,0,8,2,25.0
146,J8,0,0,2,0.0
147,J0,0,4,2,1.0
147,J1,0,10,0,179.0
147,J2,0,2,2,4.0
147,J3,0,5,0,25.0
147,J4,0,7,2,30.0
147,J5,0,1,0,0.0
147,J6,0,2,2,4.0
147,J7,0,8,2,22.0
147,J8,0,0,2,0.0
148,J0,0,5,2,3.0
148,J1,0,10,0,187.0
148,J2,0,2,2,5.0
148,J3,0,6,0,11.0
148,J4,0,6,2,33.0
148,J5,0,0,0,0.0
148,J6,0,2,2,5.0
148,J7,0,7,2,20.0
148,J8,0,0,2,0.0
149,J0,0,5,2,6.0
149,J1,0,11,0,195.0
149,J2,0,2,2,6.0
149,J3,0,6,0,0.0
149,J4,0,6,2,36.0
149,J5,0,0,0,0.0
149,J6,0,2,2,6.0
149,J7,0,7,2,19.0
149,J8,0,0,2,0.0
150,J0,0,5,2,9.0
150,J1,0,11,0,203.0
150,J2,0,2,2,7.0
150,J3,0,5,0,0.0
150,J4,0,6,2,39.0
150,J5,0,0,0,0.0
150,J6,0,2,2,7.0
150,J7,0,8,2,19.0
150,J8,0,0,2,0.0
151,J0,0,6,2,13.0
151,J1,0,9,2,145.0
151,J2,0,2,2,8.0
151,J3,0,5,0,0.0
151,J4,0,6,2,43.0
151,J5,0,0,0,0.0
151,J6,0,2,2,8.0
151,J7,0,7,2,20.0
151,J8,0,0,2,0.0
152,J0,0,6,2,17.0
152,J1,0,10,2,99.0
152,J2,0,1,2,9.0
152,J3,0,6,0,0.0
152,J4,0,6,2,48.0
152,J5,0,0,0,0.0
152,J6,0,2,2,9.0
152,J7,0,7,2,23.0
152,J8,0,0,2,0.0
153,J0,0,6,2,21.0
153,J1,0,11,2,62.0
153,J2,0,1,2,10.0
153,J3,0,6,0,0.0
153,J4,0,6,2,53.0
153,J5,0,0,0,0.0
153,J6,0,2,2,11.0
153,J7,0,7,2,26.0
153,J8,0,0,2,0.0
154,J0,0,6,2,25.0
154,J1,0,10,2,34.0
154,J2,0,1,2,11.0
154,J3,0,6,0,0.0
154,J4,0,7,2,59.0
154,J5,0,0,0,0.0
154,J6,0,2,2,13.0
154,J7,0,6,2,29.0
154,J8,0,0,2,0.0
155,J0,0,6,2,30.0
155,J1,0,10,2,6.0
155,J2,0,1,2,12.0
155,J3,0,5,0,0.0
155,J4,0,7,2,65.0
155,J5,0,0,0,0.0
155,J6,0,2,2,15.0
155,J7,0,6,2,32.0
155,J8,0,0,2,0.0
156,J0,0,6,2,35.0
156,J1,0,10,2,8.0
156,J2,0,1,2,13.0
156,J3,0,6,0,0.0
156,J4,0,7,2,71.0
156,J5,0,1,0,0.0
156,J6,0,2,2,17.0
156,J7,0,4,2,35.0
156,J8,0,0,2,0.0
157,J0,0,6,2,40.0
157,J1,0,10,2,12.0
157,J2,0,1,2,14.0
157,J3,0,7,0,0.0
157,J4,0,7,2,77.0
157,J5,0,1,0,0.0
157,J6,0,2,2,19.0
157,J7,0,4,2,38.0
157,J8,0,0,2,0.0
158,J0,0,6,2,46.0
158,J1,0,10,2,16.0
158,J2,0,1,2,15.0
158,J3,0,7,0,0.0
158,J4,0,7,2,83.0
158,J5,0,1,0,0.0
158,J6,0,3,2,21.0
158,J7,0,4,2,41.0
158,J8,0,0,2,0.0
159,J0,0,6,2,52.0
159,J1,0,9,2,21.0
159,J2,0,1,2,16.0
159,J3,0,7,0,1.0
159,J4,0,7,2,89.0
159,J5,0,0,0,0.0
159,J6,0,3,2,23.0
159,J7,0,4,2,44.0
159,J8,0,1,2,0.0
160,J0,0,7,2,58.0
160,J1,0,9,2,27.0
160,J2,0,1,2,17.0
160,J3,0,6,0,3.0
160,J4,0,6,2,95.0
160,J5,0,0,0,0.0
160,J6,0,4,2,25.0
160,J7,0,3,2,47.0
160,J8,0,1,2,0.0
161,J0,0,8,2,64.0
161,J1,0,9,2,33.0
161,J2,0,1,2,18.0
161,J3,0,6,0,6.0
161,J4,0,7,2,101.0
161,J5,0,0,0,0.0
161,J6,0,4,2,27.0
161,J7,0,3,2,50.0
161,J8,0,1,2,0.0
162,J0,0,9,2,70.0
162,J1,0,9,2,40.0
162,J2,0,1,2,19.0
162,J3,0,6,0,9.0
162,J4,0,7,2,107.0
162,J5,0,0,0,0.0
162,J6,0,6,2,29.0
162,J7,0,3,2,53.0
162,J8,0,1,2,0.0
163,J0,0,9,2,76.0
163,J1,0,9,2,47.0
163,J2,0,1,2,20.0
163,J3,0,6,0,7.0
163,J4,0,7,2,113.0
163,J5,0,0,0,0.0
163,J6,0,5,2,31.0
163,J7,0,3,2,56.0
163,J8,0,1,2,0.0
164,J0,0,9,2,82.0
164,J1,0,8,2,54.0
164,J2,0,1,2,21.0
164,J3,0,7,0,10.0
164,J4,0,7,2,119.0
164,J5,0,0,0,0.0
164,J6,0,4,2,33.0
164,J7,0,3,2,59.0
164,J8,0,1,2,0.0
165,J0,0,10,2,89.0
165,J1,0,8,2,61.0
165,J2,0,1,2,22.0
165,J3,0,7,0,14.0
165,J4,0,8,2,125.0
165,J5,0,0,0,0.0
165,J6,0,4,2,35.0
165,J7,0,3,2,62.0
165,J8,0,1,2,0.0
166,J0,0,10,2,96.0
166,J1,0,9,2,69.0
166,J2,0,1,2,23.0
166,J3,0,7,0,18.0
166,J4,0,8,2,131.0
166,J5,0,0,0,0.0
166,J6,0,4,2,37.0
166,J7,0,3,2,65.0
166,J8,0,1,2,1.0
167,J0,0,9,2,103.0
167,J1,0,9,2,66.0
167,J2,0,1,2,24.0
167,J3,0,7,0,24.0
167,J4,0,8,2,137.0
167,J5,0,0,0,0.0
167,J6,0,3,2,39.0
167,J7,0,3,2,68.0
167,J8,0,1,2,2.0
168,J0,0,9,2,111.0
168,J1,0,9,2,62.0
168,J2,0,1,2,25.0
168,J3,0,8,0,30.0
168,J4,0,8,2,144.0
168,J5,0,0,0,0.0
168,J6,0,3,2,41.0
168,J7,0,4,2,71.0
168,J8,0,2,2,3.0
169,J0,0,9,2,119.0
169,J1,0,9,2,59.0
169,J2,0,1,2,26.0
169,J3,0,8,0,37.0
169,J4,0,9,2,151.0
169,J5,0,0,0,0.0
169,J6,0,3,2,44.0
169,J7,0,4,2,74.0
169,J8,0,2,2,4.0
170,J0,0,8,2,127.0
170,J1,0,9,2,66.0
170,J2,0,1,2,27.0
170,J3,0,8,0,44.0
170,J4,0,9,2,158.0
170,J5,0,0,0,0.0
170,J6,0,4,2,47.0
170,J7,0,4,2,77.0
170,J8,0,2,2,5.0
171,J0,0,8,2,135.0
171,J1,0,9,3,73.0
171,J2,0,1,2,28.0
171,J3,0,8,0,51.0
171,J4,0,10,2,166.0
171,J5,0,0,0,0.0
171,J6,0,4,2,50.0
171,J7,0,4,2,80.0
171,J8,0,2,2,6.0
172,J0,0,8,2,143.0
172,J1,0,9,3,80.0
172,J2,0,1,2,29.0
172,J3,0,8,0,59.0
172,J4,0,10,2,174.0
172,J5,0,1,0,0.0
172,J6,0,4,2,53.0
172,J7,0,5,2,83.0
172,J8,0,2,2,7.0
173,J0,0,8,2,151.0
173,J1,0,9,3,88.0
173,J2,0,1,2,30.0
173,J3,0,8,0,67.0
173,J4,0,10,2,182.0
173,J5,0,1,0,0.0
173,J6,0,4,2,56.0
173,J7,0,5,2,87.0
173,J8,0,2,2,8.0
174,J0,0,8,2,159.0
174,J1,0,8,0,74.0
174,J2,0,1,2,31.0
174,J3,0,8,0,75.0
174,J4,0,10,2,191.0
174,J5,0,1,0,0.0
174,J6,0,3,2,59.0
174,J7,0,5,2,91.0
174,J8,0,2,2,9.0
175,J0,0,8,2,167.0
175,J1,0,8,0,60.0
175,J2,0,1,2,32.0
175,J3,0,8,0,83.0
175,J4,0,10,2,200.0
175,J5,0,1,0,0.0
175,J6,0,3,2,62.0
175,J7,0,5,2,95.0
175,J8,0,2,2,10.0
176,J0,0,8,2,175.0
176,J1,0,8,0,49.0
176,J2,0,2,2,33.0
176,J3,0,9,0,91.0
176,J4,0,10,2,210.0
176,J5,0,1,0,0.0
176,J6,0,3,2,65.0
176,J7,0,5,2,100.0
176,J8,0,2,2,12.0
177,J0,0,8,3,183.0
177,J1,0,7,0,39.0
177,J2,0,3,3,34.0
177,J3,0,9,0,99.0
177,J4,0,10,3,220.0
177,J5,0,1,0,0.0
177,J6,0,3,3,68.0
177,J7,0,5,3,105.0
177,J8,0,2,3,14.0
178,J0,0,8,3,191.0
178,J1,0,7,0,31.0
178,J2,0,3,3,35.0
178,J3,0,9,0,107.0
178,J4,0,10,3,230.0
178,J5,0,1,0,0.0
178,J6,0,3,3,71.0
178,J7,0,5,3,110.0
178,J8,0,2,3,16.0
179,J0,0,8,3,199.0
179,J1,0,7,0,23.0
179,J2,0,3,3,36.0
179,J3,0,9,0,115.0
179,J4,0,10,3,240.0
179,J5,0,1,0,0.0
179,J6,0,3,3,74.0
179,J7,0,5,3,115.0
179,J8,0,2,3,18.0
180,J0,0,6,0,140.0
180,J1,0,6,0,26.0
180,J2,0,2,0,0.0
180,J3,0,7,0,93.0
180,J4,0,8,0,175.0
180,J5,0,1,0,0.0
180,J6,0,2,0,40.0
180,J7,0,4,0,81.0
180,J8,0,0,0,0.0
181,J0,0,6,2,86.0
181,J1,0,6,0,29.0
181,J2,0,2,0,0.0
181,J3,0,6,2,62.0
181,J4,0,8,2,109.0
181,J5,0,1,0,0.0
181,J6,0,2,0,13.0
181,J7,0,4,2,48.0
181,J8,0,0,0,0.0
182,J0,0,6,2,33.0
182,J1,0,6,0,32.0
182,J2,0,3,0,0.0
182,J3,0,6,2,44.0
182,J4,0,10,2,60.0
182,J5,0,1,0,0.0
182,J6,0,2,0,0.0
182,J7,0,4,2,17.0
182,J8,0,0,0,0.0
183,J0,0,6,2,16.0
183,J1,0,7,0,35.0
183,J2,0,2,0,0.0
183,J3,0,6,2,27.0
183,J4,0,10,2,24.0
183,J5,0,0,0,0.0
183,J6,0,1,0,0.0
183,J7,0,3,2,8.0
183,J8,0,1,0,0.0
184,J0,0,6,2,1.0
184,J1,0,7,0,38.0
184,J2,0,2,0,0.0
184,J3,0,5,2,13.0
184,J4,0,11,2,0.0
184,J5,0,0,0,0.0
184,J6,0,1,0,0.0
184,J7,0,4,2,0.0
184,J8,0,1,0,0.0
185,J0,0,7,2,3.0
185,J1,0,9,0,41.0
185,J2,0,4,0,1.0
185,J3,0,5,2,0.0
185,J4,0,11,2,0.0
185,J5,0,0,0,0.0
185,J6,0,1,0,0.0
185,J7,0,4,2,0.0
185,J8,0,1,0,0.0
186,J0,0,9,2,6.0
186,J1,0,8,0,44.0
186,J2,0,3,0,2.0
186,J3,0,4,2,1.0
186,J4,0,9,2,1.0
186,J5,0,0,1,0.0
186,J6,0,0,0,0.0
186,J7,0,5,2,0.0
186,J8,0,1,0,0.0
187,J0,0,9,2,9.0
187,J1,0,7,0,47.0
187,J2,0,3,0,3.0
187,J3,0,4,2,3.0
187,J4,0,9,2,3.0
187,J5,0,1,1,0.0
187,J6,0,1,0,0.0
187,J7,0,5,2,0.0
187,J8,0,1,0,0.0
188,J0,0,10,2,14.0
188,J1,0,9,0,50.0
188,J2,0,4,0,4.0
188,J3,0,4,2,5.0
188,J4,0,9,2,7.0
188,J5,0,1,1,0.0
188,J6,0,2,0,0.0
188,J7,0,5,2,0.0
188,J8,0,1,0,1.0
189,J0,0,10,2,19.0
189,J1,0,7,0,54.0
189,J2,0,4,0,5.0
189,J3,0,3,2,7.0
189,J4,0,9,2,12.0
189,J5,0,1,2,0.0
189,J6,0,2,0,0.0
189,J7,0,6,2,1.0
189,J8,0,1,0,2.0
190,J0,0,10,2,24.0
190,J1,0,7,0,58.0
190,J2,0,3,0,7.0
190,J3,0,4,2,9.0
190,J4,0,9,2,18.0
190,J5,0,2,2,0.0
190,J6,0,1,0,0.0
190,J7,0,6,2,3.0
190,J8,0,2,0,3.0
191,J0,0,10,2,31.0
191,J1,0,6,0,62.0
191,J2,0,3,0,9.0
191,J3,0,3,2,11.0
191,J4,0,10,2,25.0
191,J5,0,2,2,0.0
191,J6,0,1,0,0.0
191,J7,0,6,2,5.0
191,J8,0,2,0,4.0
192,J0,0,10,2,38.0
192,J1,0,7,0,66.0
192,J2,0,3,0,11.0
192,J3,0,3,2,13.0
192,J4,0,9,2,33.0
192,J5,0,2,2,0.0
192,J6,0,1,0,0.0
192,J7,0,6,2,8.0
192,J8,0,2,0,5.0
193,J0,0,10,2,46.0
193,J1,0,7,0,70.0
193,J2,0,4,0,14.0
193,J3,0,3,2,15.0
193,J4,0,10,2,41.0
193,J5,0,2,2,0.0
193,J6,0,2,0,0.0
193,J7,0,7,2,13.0
193,J8,0,2,0,6.0
194,J0,0,10,2,55.0
194,J1,0,6,0,74.0
194,J2,0,4,0,17.0
194,J3,0,2,2,17.0
194,J4,0,9,2,49.0
194,J5,0,2,2,0.0
194,J6,0,2,0,1.0
194,J7,0,7,2,18.0
194,J8,0,2,0,7.0
195,J0,0,11,2,64.0
195,J1,0,6,0,78.0
195,J2,0,4,0,20.0
195,J3,0,2,2,19.0
195,J4,0,9,2,57.0
195,J5,0,2,2,0.0
195,J6,0,2,0,2.0
195,J7,0,7,2,24.0
195,J8,0,2,0,8.0
196,J0,0,11,2,73.0
196,J1,0,6,0,82.0
196,J2,0,4,0,23.0
196,J3,0,2,2,21.0
196,J4,0,9,2,65.0
196,J5,0,3,2,1.0
196,J6,0,2,0,3.0
196,J7,0,8,2,30.0
196,J8,0,3,0,9.0
197,J0,0,11,2,83.0
197,J1,0,6,0,86.0
197,J2,0,4,0,26.0
197,J3,0,2,2,23.0
197,J4,0,8,2,73.0
197,J5,0,3,2,2.0
197,J6,0,2,0,4.0
197,J7,0,8,2,36.0
197,J8,0,2,0,10.0
198,J0,0,11,2,93.0
198,J1,0,6,0,90.0
198,J2,0,5,0,29.0
198,J3,0,2,2,25.0
198,J4,0,8,2,81.0
198,J5,0,3,2,3.0
198,J6,0,2,0,5.0
198,J7,0,8,2,42.0
198,J8,0,2,0,11.0
199,J0,0,11,2,103.0
199,J1,0,6,0,95.0
199,J2,0,5,0,32.0
199,J3,0,2,2,27.0
199,J4,0,8,2,89.0
199,J5,0,4,2,5.0
199,J6,0,1,0,6.0
199,J7,0,8,2,48.0
199,J8,0,2,0,12.0
200,J0,0,12,2,113.0
200,J1,0,6,0,100.0
200,J2,0,6,0,35.0
200,J3,0,2,2,29.0
200,J4,0,8,2,97.0
200,J5,0,4,2,7.0
200,J6,0,1,0,7.0
200,J7,0,8,2,55.0
200,J8,0,2,0,13.0
201,J0,0,12,3,123.0
201,J1,0,6,0,105.0
201,J2,0,6,0,39.0
201,J3,0,2,3,31.0
201,J4,0,8,3,105.0
201,J5,0,5,2,9.0
201,J6,0,1,0,8.0
201,J7,0,8,3,62.0
201,J8,0,2,0,14.0
202,J0,0,12,3,134.0
202,J1,0,6,0,110.0
202,J2,0,5,0,43.0
202,J3,0,2,3,33.0
202,J4,0,8,3,113.0
202,J5,0,5,2,11.0
202,J6,0,1,0,9.0
202,J7,0,8,3,69.0
202,J8,0,2,0,15.0
203,J0,0,12,3,145.0
203,J1,0,6,0,115.0
203,J2,0,5,0,47.0
203,J3,0,2,3,35.0
203,J4,0,8,3,121.0
203,J5,0,5,2,13.0
203,J6,0,1,0,10.0
203,J7,0,8,3,77.0
203,J8,0,2,0,16.0
204,J0,0,10,0,115.0
204,J1,0,7,0,120.0
204,J2,0,5,0,51.0
204,J3,0,1,0,18.0
204,J4,0,6,0,92.0
204,J5,0,6,2,16.0
204,J6,0,1,0,11.0
204,J7,0,7,0,69.0
204,J8,0,2,0,17.0
205,J0,0,10,0,86.0
205,J1,0,7,0,125.0
205,J2,0,5,0,40.0
205,J3,0,1,0,0.0
205,J4,0,6,0,62.0
205,J5,0,6,2,19.0
205,J6,0,1,0,12.0
205,J7,0,7,0,60.0
205,J8,0,2,0,19.0
206,J0,0,10,0,59.0
206,J1,0,11,0,131.0
206,J2,0,4,0,30.0
206,J3,0,2,0,0.0
206,J4,0,6,0,31.0
206,J5,0,6,2,23.0
