id,depart,departLane,departPos,departSpeed,departDelay,arrival,arrivalLane,arrivalPos,arrivalSpeed,duration,routeLength,waitingTime,waitingCount,stopTime,timeLoss,rerouteNo,devices,vType,speedFactor,vaporized,列1
33,33,-E22_0,5.1,0,0,138,-E1_0,58.45,6.06,105,344.76,48,4,0,81.58,0,tripinfo_33,DEFAULT_VEHTYPE,1.17,,FALSE
63,63,-E7_0,5.1,0,0,141,-E11_0,38.72,7.34,78,78.07,55,3,0,72.02,0,tripinfo_63,DEFAULT_VEHTYPE,0.99,,FALSE
110,110,-E18_0,5.1,0,0,141,E21_0,16.21,10.02,31,50.65,18,1,0,25.74,0,tripinfo_110,DEFAULT_VEHTYPE,0.93,,FALSE
23,23,E6_0,5.1,0,0,143,E7_0,29.56,5.93,120,379.48,56,2,0,85.24,0,tripinfo_23,DEFAULT_VEHTYPE,0.89,,FALSE
22,22,-E14_0,5.1,0,0,147,E17_0,36.04,13.26,125,171.03,86,3,0,110.67,0,tripinfo_22,DEFAULT_VEHTYPE,0.97,,FALSE
70,70,-E17_0,5.1,0,0,147,E14_0,27.81,13.06,77,165.96,41,4,0,64.12,0,tripinfo_70,DEFAULT_VEHTYPE,1.02,,FALSE
77,77,-E3_0,5.1,0,0,150,E7_0,29.56,7.93,73,135.01,41,2,0,61.6,0,tripinfo_77,DEFAULT_VEHTYPE,0.98,,FALSE
86,89,-E8_0,5.1,0,3,150,E18_0,25.15,13.6,61,252.37,24,1,0,40.39,0,tripinfo_86,DEFAULT_VEHTYPE,1,,FALSE
54,54,-E2_0,5.1,0,0,151,-E11_0,38.72,12.85,97,160.05,65,2,0,83.96,0,tripinfo_54,DEFAULT_VEHTYPE,1,,FALSE
32,32,-E19_0,5.1,0,0,183,-E7_0,29.56,6.04,151,122.23,111,6,0,141.1,0,tripinfo_32,DEFAULT_VEHTYPE,1.01,,FALSE
99,110,-E2_0,5.1,0,11,189,-E9_0,40.96,9.11,79,153.19,46,2,0,67.37,0,tripinfo_99,DEFAULT_VEHTYPE,1.1,,FALSE
85,85,E10_0,5.1,0,0,191,-E9_0,40.96,10.32,106,298.9,46,3,0,81.86,0,tripinfo_85,DEFAULT_VEHTYPE,0.98,,FALSE
87,87,E7_0,5.1,0,0,192,-E3_0,33.94,7.45,105,132.03,80,2,0,94.97,0,tripinfo_87,DEFAULT_VEHTYPE,1.04,,FALSE
152,152,-E17_0,5.1,0,0,199,-E6_0,54.42,7.18,47,100.33,26,1,0,40.26,0,tripinfo_152,DEFAULT_VEHTYPE,1.07,,FALSE
139,139,-E17_0,5.1,0,0,203,-E3_0,33.94,11.99,64,143.31,39,1,0,51.67,0,tripinfo_139,DEFAULT_VEHTYPE,0.95,,FALSE
37,37,E7_0,5.1,0,0,205,E5_0,60.98,6.78,168,323.2,105,5,0,145.31,0,tripinfo_37,DEFAULT_VEHTYPE,1.18,,FALSE
47,47,-E0_0,5.1,0,0,206,E20_0,21.59,11.53,159,271.79,90,5,0,134.09,0,tripinfo_47,DEFAULT_VEHTYPE,0.9,,FALSE
53,53,-E17_0,5.1,0,0,211,E5_0,60.98,9.14,158,334.48,84,5,0,133.55,0,tripinfo_53,DEFAULT_VEHTYPE,1.1,,FALSE
108,110,-E3_0,5.1,0,2,228,E7_0,29.56,6.68,118,135.01,84,2,0,107.56,0,tripinfo_108,DEFAULT_VEHTYPE,1.06,,FALSE
89,89,-E19_0,5.1,0,0,233,E1_0,58.45,5.11,144,129.68,114,4,0,134.24,0,tripinfo_89,DEFAULT_VEHTYPE,1.02,,FALSE
197,197,-E18_0,5.1,0,0,233,E5_0,60.98,11.35,36,90.06,20,1,0,27.72,0,tripinfo_197,DEFAULT_VEHTYPE,0.87,,FALSE
100,100,-E17_0,5.1,0,0,240,E1_0,58.45,8.44,140,210.88,94,6,0,123.76,0,tripinfo_100,DEFAULT_VEHTYPE,1.06,,FALSE
81,81,-E23_0,5.1,0,0,276,-E6_0,54.42,7.87,195,343.09,136,4,0,168.43,0,tripinfo_81,DEFAULT_VEHTYPE,1,,FALSE
58,116,E11_0,5.1,0,58,320,E20_0,21.59,12.71,204,114.61,178,3,0,195.48,0,tripinfo_58,DEFAULT_VEHTYPE,1.02,,FALSE
55,107,E11_0,5.1,0,52,435,-E5_0,60.98,6,328,218.21,286,3,0,311.59,0,tripinfo_55,DEFAULT_VEHTYPE,1,,FALSE
133,133,-E16_0,5.1,0,0,463,E21_0,16.21,12.69,330,245.66,278,5,0,311.23,0,tripinfo_133,DEFAULT_VEHTYPE,1.04,,FALSE
144,144,-E22_0,5.1,0,0,472,E12_0,30.33,9.71,328,128.39,294,3,0,314.04,0,tripinfo_144,DEFAULT_VEHTYPE,0.73,,FALSE
6,6,-E10_0,5.1,0,0,480,E0_0,59.98,0,474,246.84,380,4,0,400.53,0,tripinfo_6,DEFAULT_VEHTYPE,1.05,teleport,FALSE
,,,,,,,,,,,,,63.17241379,,,,,,,,
